[00:15:02] [Render thread/INFO]: Setting user: husker41
[00:15:02] [Render thread/INFO]: Backend library: LWJGL version 3.2.2 build 10
[00:15:09] [Render thread/ERROR]: Couldn't set icon
java.io.FileNotFoundException: icons/icon_16x16.png
	at aah.a(SourceFile:89) ~[1.16.1.jar:?]
	at dlx.<init>(SourceFile:452) [1.16.1.jar:?]
	at net.minecraft.client.main.Main.main(SourceFile:177) [1.16.1.jar:?]
[00:15:11] [Render thread/INFO]: Narrator library for x64 successfully loaded
[00:15:11] [Render thread/INFO]: Reloading ResourceManager: Default
[00:15:14] [Render thread/INFO]: Stopping!
[00:15:14] [Worker-Main-12/WARN]: Unable to load model: 'minecraft:block/enchanting_table' referenced from: minecraft:enchanting_table#: java.io.FileNotFoundException: minecraft:models/block/enchanting_table.json
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/red_nether_brick_slab.json' missing model for variant: 'minecraft:red_nether_brick_slab#type=double,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/red_nether_brick_slab.json' missing model for variant: 'minecraft:red_nether_brick_slab#type=top,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/red_nether_brick_slab.json' missing model for variant: 'minecraft:red_nether_brick_slab#type=bottom,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/red_nether_brick_slab.json' missing model for variant: 'minecraft:red_nether_brick_slab#type=double,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/polished_andesite_slab.json: java.io.FileNotFoundException: minecraft:blockstates/polished_andesite_slab.json
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=bottom,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=top,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=double,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=top,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=bottom,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/polished_andesite_slab.json' missing model for variant: 'minecraft:polished_andesite_slab#type=double,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/diorite_slab.json: java.io.FileNotFoundException: minecraft:blockstates/diorite_slab.json
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=top,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=double,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=double,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=bottom,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=top,waterlogged=false'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/diorite_slab.json' missing model for variant: 'minecraft:diorite_slab#type=bottom,waterlogged=true'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/brick_wall.json: java.io.FileNotFoundException: minecraft:blockstates/brick_wall.json
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=tall,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=low,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=none,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=tall,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=tall,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=low,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=low,up=true,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=none,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=low,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=tall,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=low,up=true,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=low,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=low,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=true,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=tall,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=low,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=none,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=none,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=none,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=none,up=true,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=low,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=low,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=none,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=low,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=none,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=low,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=none,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=tall,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=none,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=tall,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=none,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=none,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=none,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=none,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=none,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=tall,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=low,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=low,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=low,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=low,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=tall,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=tall,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=low,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=none,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=none,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=none,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=tall,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=low,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=none,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=tall,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=none,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=low,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=none,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=tall,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=true,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=low,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=tall,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=low,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=low,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=none,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=low,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=tall,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=tall,up=true,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=none,up=false,waterlogged=false,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=none,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=none,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=tall,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=none,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=none,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=low,up=false,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=low,up=false,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=low,up=true,waterlogged=true,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=tall,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=low,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=tall,up=true,waterlogged=true,west=tall'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=low,south=none,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=low,south=tall,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=tall,south=tall,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=tall,south=tall,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=none,south=low,up=true,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=none,north=none,south=tall,up=true,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=none,up=false,waterlogged=true,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=low,south=none,up=false,waterlogged=false,west=none'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=low,north=tall,south=low,up=false,waterlogged=false,west=low'
[00:15:17] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/brick_wall.json' missing model for variant: 'minecraft:brick_wall#east=tall,north=none,south=tall,up=false,waterlogged=true,west=none'
